cliente_id,nome,cpf,email,telefone,cidade,estado,data_cadastro
10181,Cliente 10181,663.704.977-49,cliente10181@email.com,(21) 97061-3259,Rio de Janeiro,RJ,2020-02-14
10182,Cliente 10182,229.891.445-87,cliente10182@email.com,(21) 95464-1101,Rio de Janeiro,RJ,2022-09-07
10183,Cliente 10183,494.368.698-48,cliente10183@email.com,(21) 92304-4167,São Paulo,SP,2022-10-11
10184,Cliente 10184,707.624.985-42,cliente10184@email.com,(21) 96232-6914,São Paulo,SP,2020-02-17
10185,Cliente 10185,942.483.431-47,cliente10185@email.com,(21) 95188-3052,São Paulo,SP,2020-10-03
10186,Cliente 10186,449.987.172-43,cliente10186@email.com,(21) 92493-4851,São Paulo,SP,2022-11-09
10187,Cliente 10187,251.459.422-77,cliente10187@email.com,(21) 98064-2778,Curitiba,PR,2021-02-19
10188,Cliente 10188,852.294.768-37,cliente10188@email.com,(21) 91176-6698,São Paulo,SP,2021-03-08
10189,Cliente 10189,926.743.332-23,cliente10189@email.com,(21) 92276-3029,Curitiba,PR,2020-07-22
10190,Cliente 10190,243.311.813-63,cliente10190@email.com,(21) 98690-1886,São Paulo,SP,2022-10-05
10191,Cliente 10191,860.227.316-57,cliente10191@email.com,(21) 93882-3487,Niterói,RJ,2021-01-04
10192,Cliente 10192,178.206.628-84,cliente10192@email.com,(21) 91490-9999,Rio de Janeiro,RJ,2020-08-28
10193,Cliente 10193,848.150.619-71,cliente10193@email.com,(21) 94494-4587,São Paulo,SP,2023-09-19
10194,Cliente 10194,715.768.942-18,cliente10194@email.com,(21) 94084-9458,São Paulo,SP,2020-04-05
10195,Cliente 10195,745.760.721-81,cliente10195@email.com,(21) 97926-1344,Niterói,RJ,2020-06-17
10196,Cliente 10196,979.876.942-75,cliente10196@email.com,(21) 93510-7668,São Paulo,SP,2020-02-06
10197,Cliente 10197,221.658.222-44,cliente10197@email.com,(21) 94870-4341,Niterói,RJ,2023-07-26
10198,Cliente 10198,926.631.531-32,cliente10198@email.com,(21) 99885-5065,Belo Horizonte,MG,2023-08-12
10199,Cliente 10199,835.674.108-56,cliente10199@email.com,(21) 99892-9596,Belo Horizonte,MG,2022-11-01
10200,Cliente 10200,774.939.707-65,cliente10200@email.com,(21) 99196-1593,Curitiba,PR,2022-09-22
10201,Cliente 10201,669.606.682-16,cliente10201@email.com,(21) 93922-5578,Curitiba,PR,2022-04-15
10202,Cliente 10202,367.379.262-35,cliente10202@email.com,(21) 96642-9677,Belo Horizonte,MG,2022-05-07
10203,Cliente 10203,626.379.128-98,cliente10203@email.com,(21) 94043-8729,Curitiba,PR,2021-07-10
10204,Cliente 10204,690.141.926-72,cliente10204@email.com,(21) 97105-5188,Rio de Janeiro,RJ,2020-10-24
10205,Cliente 10205,755.369.667-84,cliente10205@email.com,(21) 91605-2485,São Paulo,SP,2020-11-09
10206,Cliente 10206,496.653.690-80,cliente10206@email.com,(21) 94393-7580,Belo Horizonte,MG,2022-08-07
10207,Cliente 10207,789.721.872-23,cliente10207@email.com,(21) 96502-7416,São Paulo,SP,2023-08-18
10208,Cliente 10208,484.526.793-77,cliente10208@email.com,(21) 92747-5475,Belo Horizonte,MG,2022-11-09
10209,Cliente 10209,954.377.651-42,cliente10209@email.com,(21) 96576-5541,Rio de Janeiro,RJ,2021-05-19
10210,Cliente 10210,531.565.680-34,cliente10210@email.com,(21) 93823-7825,Belo Horizonte,MG,2021-05-09
10211,Cliente 10211,366.452.798-66,cliente10211@email.com,(21) 91953-9303,São Paulo,SP,2021-03-22
10212,Cliente 10212,585.467.952-85,cliente10212@email.com,(21) 97189-7684,Rio de Janeiro,RJ,2020-05-26
10213,Cliente 10213,413.775.534-59,cliente10213@email.com,(21) 97113-9510,Rio de Janeiro,RJ,2021-08-19
10214,Cliente 10214,160.637.810-87,cliente10214@email.com,(21) 96740-8710,Belo Horizonte,MG,2023-04-13
10215,Cliente 10215,594.144.493-24,cliente10215@email.com,(21) 92571-5207,Rio de Janeiro,RJ,2020-04-10
10216,Cliente 10216,270.774.319-91,cliente10216@email.com,(21) 96560-7845,Rio de Janeiro,RJ,2020-12-26
10217,Cliente 10217,459.633.442-55,cliente10217@email.com,(21) 93844-3912,Rio de Janeiro,RJ,2022-02-11
10218,Cliente 10218,123.709.787-48,cliente10218@email.com,(21) 95730-4513,Niterói,RJ,2022-01-11
10219,Cliente 10219,921.852.377-78,cliente10219@email.com,(21) 99423-5714,Curitiba,PR,2020-02-08
10220,Cliente 10220,819.830.795-60,cliente10220@email.com,(21) 92086-9734,Niterói,RJ,2023-09-09
10221,Cliente 10221,391.430.550-50,cliente10221@email.com,(21) 98228-7597,Rio de Janeiro,RJ,2022-10-12
10222,Cliente 10222,542.767.318-65,cliente10222@email.com,(21) 91194-1594,Niterói,RJ,2020-09-23
10223,Cliente 10223,774.587.339-92,cliente10223@email.com,(21) 91774-4616,Niterói,RJ,2023-04-04
10224,Cliente 10224,730.816.981-14,cliente10224@email.com,(21) 98621-8674,Curitiba,PR,2021-12-28
10225,Cliente 10225,548.928.356-37,cliente10225@email.com,(21) 94197-5873,Belo Horizonte,MG,2022-05-17
10226,Cliente 10226,823.798.567-16,cliente10226@email.com,(21) 96250-6537,Rio de Janeiro,RJ,2023-03-06
10227,Cliente 10227,212.811.788-35,cliente10227@email.com,(21) 94384-4189,Belo Horizonte,MG,2020-03-01
10228,Cliente 10228,864.191.885-70,cliente10228@email.com,(21) 93196-8976,Belo Horizonte,MG,2021-04-10
10229,Cliente 10229,532.812.329-22,cliente10229@email.com,(21) 99208-9299,Belo Horizonte,MG,2023-06-28
10230,Cliente 10230,862.363.120-28,cliente10230@email.com,(21) 97409-3035,Belo Horizonte,MG,2021-04-25
10231,Cliente 10231,439.863.633-50,cliente10231@email.com,(21) 93493-7244,Rio de Janeiro,RJ,2020-09-07
10232,Cliente 10232,313.185.147-66,cliente10232@email.com,(21) 99522-6512,São Paulo,SP,2020-12-12
10233,Cliente 10233,626.804.661-46,cliente10233@email.com,(21) 97861-3310,Curitiba,PR,2022-08-28
10234,Cliente 10234,959.397.237-12,cliente10234@email.com,(21) 92436-2479,Rio de Janeiro,RJ,2022-01-31
10235,Cliente 10235,501.995.622-32,cliente10235@email.com,(21) 98698-3698,Niterói,RJ,2022-05-09
10236,Cliente 10236,860.410.147-20,cliente10236@email.com,(21) 99344-9941,Curitiba,PR,2021-04-09
10237,Cliente 10237,678.548.929-66,cliente10237@email.com,(21) 95196-2770,Rio de Janeiro,RJ,2021-08-02
10238,Cliente 10238,941.615.805-26,cliente10238@email.com,(21) 98588-2303,Niterói,RJ,2020-06-01
10239,Cliente 10239,893.298.868-24,cliente10239@email.com,(21) 95433-9613,Belo Horizonte,MG,2020-07-30
10240,Cliente 10240,673.882.243-69,cliente10240@email.com,(21) 97798-4586,São Paulo,SP,2023-01-07
10241,Cliente 10241,914.710.369-65,cliente10241@email.com,(21) 94817-7080,Belo Horizonte,MG,2021-03-05
10242,Cliente 10242,644.917.809-77,cliente10242@email.com,(21) 97584-9804,Curitiba,PR,2020-08-01
10243,Cliente 10243,386.583.336-69,cliente10243@email.com,(21) 95678-6453,São Paulo,SP,2021-10-11
10244,Cliente 10244,418.954.808-67,cliente10244@email.com,(21) 94031-8344,Curitiba,PR,2020-08-15
10245,Cliente 10245,861.566.709-35,cliente10245@email.com,(21) 93030-9846,Belo Horizonte,MG,2023-10-12
10246,Cliente 10246,175.231.353-34,cliente10246@email.com,(21) 97946-8261,Rio de Janeiro,RJ,2022-06-24
10247,Cliente 10247,800.248.841-23,cliente10247@email.com,(21) 96432-6809,Niterói,RJ,2020-07-30
10248,Cliente 10248,950.324.549-41,cliente10248@email.com,(21) 98401-8406,Belo Horizonte,MG,2020-11-23
10249,Cliente 10249,794.205.356-99,cliente10249@email.com,(21) 96508-9855,Rio de Janeiro,RJ,2021-07-09
10250,Cliente 10250,185.321.504-44,cliente10250@email.com,(21) 94189-3471,Niterói,RJ,2022-04-27
10251,Cliente 10251,677.870.133-61,cliente10251@email.com,(21) 94970-3090,São Paulo,SP,2022-01-23
10252,Cliente 10252,562.428.875-53,cliente10252@email.com,(21) 95260-9208,Niterói,RJ,2022-07-26
10253,Cliente 10253,963.115.389-29,cliente10253@email.com,(21) 92111-1061,Belo Horizonte,MG,2020-03-17
10254,Cliente 10254,597.704.812-76,cliente10254@email.com,(21) 99487-6468,Niterói,RJ,2023-03-27
10255,Cliente 10255,827.104.170-96,cliente10255@email.com,(21) 97651-7844,Curitiba,PR,2022-04-14
10256,Cliente 10256,686.309.942-84,cliente10256@email.com,(21) 94068-9084,Curitiba,PR,2022-06-24
10257,Cliente 10257,299.497.753-14,cliente10257@email.com,(21) 99092-9504,Niterói,RJ,2023-10-10
10258,Cliente 10258,831.970.680-72,cliente10258@email.com,(21) 99741-3997,Niterói,RJ,2020-03-26
10259,Cliente 10259,774.846.690-75,cliente10259@email.com,(21) 94842-4986,Rio de Janeiro,RJ,2022-10-20
10260,Cliente 10260,113.210.875-34,cliente10260@email.com,(21) 97616-3134,Niterói,RJ,2020-05-24
10261,Cliente 10261,619.861.295-20,cliente10261@email.com,(21) 96477-3455,Belo Horizonte,MG,2020-01-12
10262,Cliente 10262,893.504.593-46,cliente10262@email.com,(21) 95132-6266,Curitiba,PR,2021-06-18
10263,Cliente 10263,844.841.959-32,cliente10263@email.com,(21) 93368-6389,Curitiba,PR,2021-01-30
10264,Cliente 10264,412.764.491-69,cliente10264@email.com,(21) 99558-9529,Rio de Janeiro,RJ,2022-01-18
10265,Cliente 10265,993.669.962-11,cliente10265@email.com,(21) 97133-6426,Belo Horizonte,MG,2022-10-22
10266,Cliente 10266,393.285.107-13,cliente10266@email.com,(21) 93090-9735,Belo Horizonte,MG,2022-09-08
10267,Cliente 10267,329.411.917-38,cliente10267@email.com,(21) 98418-2541,Niterói,RJ,2020-11-01
10268,Cliente 10268,971.824.391-34,cliente10268@email.com,(21) 99246-9417,Belo Horizonte,MG,2020-12-25
10269,Cliente 10269,351.837.572-32,cliente10269@email.com,(21) 95465-3570,Rio de Janeiro,RJ,2020-09-08
10270,Cliente 10270,987.403.946-14,cliente10270@email.com,(21) 97603-7869,Niterói,RJ,2023-02-04
10271,Cliente 10271,328.641.803-53,cliente10271@email.com,(21) 94828-8625,Belo Horizonte,MG,2022-10-03
10272,Cliente 10272,280.254.112-72,cliente10272@email.com,(21) 93246-2406,Belo Horizonte,MG,2020-08-11
10273,Cliente 10273,795.656.748-16,cliente10273@email.com,(21) 96406-7295,Belo Horizonte,MG,2023-03-14
10274,Cliente 10274,288.253.375-73,cliente10274@email.com,(21) 91581-4783,Rio de Janeiro,RJ,2020-12-29
10275,Cliente 10275,806.186.342-34,cliente10275@email.com,(21) 98601-9756,São Paulo,SP,2023-08-05
10276,Cliente 10276,497.650.416-11,cliente10276@email.com,(21) 97700-5550,Rio de Janeiro,RJ,2020-05-01
10277,Cliente 10277,940.336.673-56,cliente10277@email.com,(21) 96351-7000,São Paulo,SP,2023-03-18
10278,Cliente 10278,742.700.293-32,cliente10278@email.com,(21) 91120-1621,Rio de Janeiro,RJ,2022-06-17
10279,Cliente 10279,773.231.920-48,cliente10279@email.com,(21) 95380-2985,Niterói,RJ,2020-09-30
10280,Cliente 10280,743.492.963-22,cliente10280@email.com,(21) 91002-9384,São Paulo,SP,2020-03-21
10281,Cliente 10281,772.928.597-17,cliente10281@email.com,(21) 95577-2985,Belo Horizonte,MG,2021-10-12
10282,Cliente 10282,517.360.101-58,cliente10282@email.com,(21) 95491-2615,Niterói,RJ,2021-01-20
10283,Cliente 10283,226.621.239-33,cliente10283@email.com,(21) 93787-5710,Belo Horizonte,MG,2020-08-11
10284,Cliente 10284,786.829.989-31,cliente10284@email.com,(21) 97106-2011,Rio de Janeiro,RJ,2021-04-04
10285,Cliente 10285,230.350.283-34,cliente10285@email.com,(21) 93589-2983,Rio de Janeiro,RJ,2020-02-22
10286,Cliente 10286,691.752.798-27,cliente10286@email.com,(21) 99851-6155,São Paulo,SP,2023-03-11
10287,Cliente 10287,389.291.606-39,cliente10287@email.com,(21) 96192-1593,Niterói,RJ,2020-09-03
10288,Cliente 10288,202.830.375-89,cliente10288@email.com,(21) 92389-7431,São Paulo,SP,2020-10-08
10289,Cliente 10289,806.878.186-86,cliente10289@email.com,(21) 96561-4664,Rio de Janeiro,RJ,2020-04-17
10290,Cliente 10290,100.436.725-71,cliente10290@email.com,(21) 99231-5868,São Paulo,SP,2020-07-07
10291,Cliente 10291,653.190.917-47,cliente10291@email.com,(21) 95043-6303,São Paulo,SP,2023-09-17
10292,Cliente 10292,733.763.411-98,cliente10292@email.com,(21) 93001-8673,Rio de Janeiro,RJ,2023-08-29
10293,Cliente 10293,989.188.597-62,cliente10293@email.com,(21) 94957-1353,Niterói,RJ,2023-01-05
10294,Cliente 10294,934.771.865-23,cliente10294@email.com,(21) 92769-6698,Rio de Janeiro,RJ,2023-05-02
10295,Cliente 10295,849.216.933-65,cliente10295@email.com,(21) 98305-1849,Belo Horizonte,MG,2021-03-04
10296,Cliente 10296,399.212.101-48,cliente10296@email.com,(21) 99549-3247,Rio de Janeiro,RJ,2023-09-29
10297,Cliente 10297,368.780.456-58,cliente10297@email.com,(21) 93386-1486,Rio de Janeiro,RJ,2022-04-12
10298,Cliente 10298,660.292.747-32,cliente10298@email.com,(21) 99106-4120,Rio de Janeiro,RJ,2023-06-15
10299,Cliente 10299,248.763.806-95,cliente10299@email.com,(21) 94351-8464,Curitiba,PR,2022-01-23
10300,Cliente 10300,753.847.819-26,cliente10300@email.com,(21) 91841-6167,São Paulo,SP,2022-02-03
10301,Cliente 10301,521.804.848-69,cliente10301@email.com,(21) 92549-7973,Curitiba,PR,2021-12-19
10302,Cliente 10302,245.575.937-88,cliente10302@email.com,(21) 96090-5440,Curitiba,PR,2020-05-26
10303,Cliente 10303,333.122.456-83,cliente10303@email.com,(21) 98381-3139,Rio de Janeiro,RJ,2020-07-17
10304,Cliente 10304,354.764.865-31,cliente10304@email.com,(21) 96070-8448,Belo Horizonte,MG,2021-02-17
10305,Cliente 10305,783.302.116-60,cliente10305@email.com,(21) 97968-9979,Rio de Janeiro,RJ,2022-07-27
10306,Cliente 10306,664.960.547-24,cliente10306@email.com,(21) 93997-1995,Niterói,RJ,2022-08-25
10307,Cliente 10307,656.818.452-46,cliente10307@email.com,(21) 91738-5392,São Paulo,SP,2020-10-15
10308,Cliente 10308,513.868.194-64,cliente10308@email.com,(21) 97392-9517,Rio de Janeiro,RJ,2020-10-16
10309,Cliente 10309,802.162.202-50,cliente10309@email.com,(21) 98074-3129,Belo Horizonte,MG,2021-10-16
10310,Cliente 10310,916.653.368-76,cliente10310@email.com,(21) 92884-1292,São Paulo,SP,2021-12-02
10311,Cliente 10311,397.440.948-92,cliente10311@email.com,(21) 99903-4044,Curitiba,PR,2020-01-27
10312,Cliente 10312,166.389.585-14,cliente10312@email.com,(21) 96595-8119,Curitiba,PR,2023-01-29
10313,Cliente 10313,894.572.793-22,cliente10313@email.com,(21) 98925-3385,Belo Horizonte,MG,2023-06-08
10314,Cliente 10314,274.509.676-75,cliente10314@email.com,(21) 92560-6138,Niterói,RJ,2020-09-10
10315,Cliente 10315,377.467.330-34,cliente10315@email.com,(21) 99919-5878,São Paulo,SP,2021-04-01
10316,Cliente 10316,726.752.241-63,cliente10316@email.com,(21) 98433-9275,São Paulo,SP,2020-02-12
10317,Cliente 10317,301.314.220-16,cliente10317@email.com,(21) 93888-1818,Niterói,RJ,2023-08-27
10318,Cliente 10318,804.256.144-92,cliente10318@email.com,(21) 96951-7555,Niterói,RJ,2021-11-29
10319,Cliente 10319,729.636.109-34,cliente10319@email.com,(21) 95230-5185,Belo Horizonte,MG,2021-11-23
10320,Cliente 10320,650.927.466-65,cliente10320@email.com,(21) 96840-6973,Rio de Janeiro,RJ,2021-11-28
10321,Cliente 10321,934.582.864-42,cliente10321@email.com,(21) 94992-6663,Rio de Janeiro,RJ,2023-04-10
10322,Cliente 10322,996.403.870-95,cliente10322@email.com,(21) 95928-3295,Rio de Janeiro,RJ,2021-05-29
10323,Cliente 10323,480.386.427-56,cliente10323@email.com,(21) 95429-2423,Rio de Janeiro,RJ,2023-04-29
10324,Cliente 10324,315.174.954-22,cliente10324@email.com,(21) 98417-5667,São Paulo,SP,2022-12-13
10325,Cliente 10325,376.234.288-75,cliente10325@email.com,(21) 94876-3304,Niterói,RJ,2021-08-24
10326,Cliente 10326,687.443.783-74,cliente10326@email.com,(21) 98521-5848,Niterói,RJ,2023-07-25
10327,Cliente 10327,714.945.520-38,cliente10327@email.com,(21) 91057-5558,São Paulo,SP,2022-06-16
10328,Cliente 10328,943.762.449-12,cliente10328@email.com,(21) 95983-8233,Niterói,RJ,2021-10-18
10329,Cliente 10329,790.488.827-46,cliente10329@email.com,(21) 92100-8115,Niterói,RJ,2023-08-28
10330,Cliente 10330,666.951.272-74,cliente10330@email.com,(21) 92040-1219,São Paulo,SP,2023-01-23
10331,Cliente 10331,877.264.456-23,cliente10331@email.com,(21) 93689-2715,Belo Horizonte,MG,2023-02-28
10332,Cliente 10332,705.845.996-46,cliente10332@email.com,(21) 97244-3608,Rio de Janeiro,RJ,2022-10-29
10333,Cliente 10333,185.544.485-57,cliente10333@email.com,(21) 97043-7392,São Paulo,SP,2020-08-03
10334,Cliente 10334,536.988.327-10,cliente10334@email.com,(21) 91792-5839,São Paulo,SP,2023-07-12
10335,Cliente 10335,427.694.973-15,cliente10335@email.com,(21) 92291-6708,São Paulo,SP,2021-02-18
10336,Cliente 10336,113.569.782-90,cliente10336@email.com,(21) 96982-6398,Curitiba,PR,2021-08-27
10337,Cliente 10337,392.969.193-43,cliente10337@email.com,(21) 97388-8258,Curitiba,PR,2023-03-07
10338,Cliente 10338,733.249.806-74,cliente10338@email.com,(21) 94197-7276,São Paulo,SP,2021-11-27
10339,Cliente 10339,872.585.991-68,cliente10339@email.com,(21) 95293-2662,São Paulo,SP,2022-01-24
10340,Cliente 10340,926.938.533-56,cliente10340@email.com,(21) 97818-7443,Curitiba,PR,2020-09-07
10341,Cliente 10341,511.417.113-60,cliente10341@email.com,(21) 94483-4991,Belo Horizonte,MG,2022-08-06
10342,Cliente 10342,448.620.501-24,cliente10342@email.com,(21) 98333-2897,Curitiba,PR,2022-01-02
10343,Cliente 10343,532.684.943-62,cliente10343@email.com,(21) 98529-7392,Rio de Janeiro,RJ,2020-04-24
10344,Cliente 10344,730.288.387-84,cliente10344@email.com,(21) 97662-3528,Niterói,RJ,2021-04-06
10345,Cliente 10345,390.305.533-86,cliente10345@email.com,(21) 93820-9245,São Paulo,SP,2021-09-29
10346,Cliente 10346,452.525.290-77,cliente10346@email.com,(21) 94378-9136,Belo Horizonte,MG,2020-06-20
10347,Cliente 10347,554.558.745-47,cliente10347@email.com,(21) 92133-9187,Niterói,RJ,2021-08-05
10348,Cliente 10348,816.353.524-17,cliente10348@email.com,(21) 92896-1871,São Paulo,SP,2021-04-02
10349,Cliente 10349,535.589.492-97,cliente10349@email.com,(21) 91739-7024,Curitiba,PR,2023-01-06
10350,Cliente 10350,864.442.137-36,cliente10350@email.com,(21) 96377-9972,São Paulo,SP,2021-08-02
10351,Cliente 10351,788.857.926-94,cliente10351@email.com,(21) 96939-6068,Rio de Janeiro,RJ,2022-05-26
10352,Cliente 10352,742.752.156-90,cliente10352@email.com,(21) 97435-2787,Niterói,RJ,2023-01-11
10353,Cliente 10353,491.408.667-73,cliente10353@email.com,(21) 97166-1101,Niterói,RJ,2021-09-30
10354,Cliente 10354,479.976.562-60,cliente10354@email.com,(21) 96011-8030,Niterói,RJ,2023-10-01
10355,Cliente 10355,972.484.997-35,cliente10355@email.com,(21) 93768-5638,Rio de Janeiro,RJ,2021-02-21
10356,Cliente 10356,898.541.514-32,cliente10356@email.com,(21) 93353-9180,São Paulo,SP,2023-01-05
10357,Cliente 10357,742.245.189-68,cliente10357@email.com,(21) 94665-7719,Rio de Janeiro,RJ,2023-06-27
10358,Cliente 10358,545.528.568-39,cliente10358@email.com,(21) 91915-7190,Curitiba,PR,2021-11-20
10359,Cliente 10359,262.609.796-73,cliente10359@email.com,(21) 93672-4199,Rio de Janeiro,RJ,2022-09-27
10360,Cliente 10360,829.556.522-19,cliente10360@email.com,(21) 95240-8529,Curitiba,PR,2022-02-03
10361,Cliente 10361,461.809.920-70,cliente10361@email.com,(21) 92936-7826,Curitiba,PR,2022-04-22
10362,Cliente 10362,260.261.504-24,cliente10362@email.com,(21) 93083-4207,Belo Horizonte,MG,2020-02-27
10363,Cliente 10363,822.361.934-53,cliente10363@email.com,(21) 98349-3855,Belo Horizonte,MG,2023-04-07
10364,Cliente 10364,708.189.566-65,cliente10364@email.com,(21) 95438-9814,Belo Horizonte,MG,2021-06-21
10365,Cliente 10365,198.408.919-77,cliente10365@email.com,(21) 92197-1422,São Paulo,SP,2022-05-15
10366,Cliente 10366,448.760.589-75,cliente10366@email.com,(21) 92163-5001,Niterói,RJ,2023-05-04
10367,Cliente 10367,753.879.117-72,cliente10367@email.com,(21) 91205-4622,São Paulo,SP,2022-11-29
10368,Cliente 10368,459.503.882-63,cliente10368@email.com,(21) 98918-1155,São Paulo,SP,2020-08-25
10369,Cliente 10369,944.354.762-95,cliente10369@email.com,(21) 91659-9729,Belo Horizonte,MG,2021-01-30
10370,Cliente 10370,713.648.304-79,cliente10370@email.com,(21) 97315-1942,Belo Horizonte,MG,2020-06-26
10371,Cliente 10371,512.806.287-49,cliente10371@email.com,(21) 99970-6964,Curitiba,PR,2023-03-10
10372,Cliente 10372,188.165.143-34,cliente10372@email.com,(21) 91220-9888,Curitiba,PR,2023-03-17
10373,Cliente 10373,995.467.640-59,cliente10373@email.com,(21) 94488-1463,Niterói,RJ,2022-06-21
10374,Cliente 10374,926.403.888-44,cliente10374@email.com,(21) 92600-7368,Belo Horizonte,MG,2020-04-22
10375,Cliente 10375,515.751.757-96,cliente10375@email.com,(21) 92600-4296,Rio de Janeiro,RJ,2022-03-22
10376,Cliente 10376,305.435.390-77,cliente10376@email.com,(21) 96725-4175,Rio de Janeiro,RJ,2022-03-24
10377,Cliente 10377,190.744.928-11,cliente10377@email.com,(21) 95763-9436,Niterói,RJ,2022-05-08
10378,Cliente 10378,675.106.422-93,cliente10378@email.com,(21) 98839-5293,Rio de Janeiro,RJ,2022-11-20
10379,Cliente 10379,826.828.596-56,cliente10379@email.com,(21) 99682-5146,Niterói,RJ,2022-12-06
10380,Cliente 10380,407.881.704-41,cliente10380@email.com,(21) 99219-8533,Rio de Janeiro,RJ,2020-12-12
10381,Cliente 10381,651.714.712-28,cliente10381@email.com,(21) 98511-4767,Rio de Janeiro,RJ,2021-03-17
10382,Cliente 10382,388.874.984-43,cliente10382@email.com,(21) 95402-6515,Belo Horizonte,MG,2023-10-02
10383,Cliente 10383,123.450.980-66,cliente10383@email.com,(21) 94313-2018,Niterói,RJ,2023-06-18
10384,Cliente 10384,864.714.430-26,cliente10384@email.com,(21) 97484-2227,Rio de Janeiro,RJ,2023-04-26
10385,Cliente 10385,912.795.555-91,cliente10385@email.com,(21) 99480-3792,Belo Horizonte,MG,2021-12-23
10386,Cliente 10386,850.755.511-64,cliente10386@email.com,(21) 94740-8119,Belo Horizonte,MG,2022-01-23
10387,Cliente 10387,467.213.241-76,cliente10387@email.com,(21) 92372-7737,São Paulo,SP,2020-04-06
10388,Cliente 10388,732.699.545-39,cliente10388@email.com,(21) 92462-8547,São Paulo,SP,2022-06-15
10389,Cliente 10389,872.303.993-81,cliente10389@email.com,(21) 96768-7487,São Paulo,SP,2021-02-07
10390,Cliente 10390,355.503.684-91,cliente10390@email.com,(21) 96462-8330,Niterói,RJ,2023-07-12
10391,Cliente 10391,161.912.217-52,cliente10391@email.com,(21) 91555-4971,Rio de Janeiro,RJ,2023-07-19
10392,Cliente 10392,222.969.538-29,cliente10392@email.com,(21) 93903-4295,Belo Horizonte,MG,2021-02-22
10393,Cliente 10393,288.226.973-40,cliente10393@email.com,(21) 95290-4184,Belo Horizonte,MG,2022-04-09
10394,Cliente 10394,557.190.892-32,cliente10394@email.com,(21) 91271-6287,São Paulo,SP,2022-01-27
10395,Cliente 10395,731.231.939-18,cliente10395@email.com,(21) 94591-9762,Curitiba,PR,2021-09-27
10396,Cliente 10396,489.616.291-77,cliente10396@email.com,(21) 98386-3180,Curitiba,PR,2020-01-06
10397,Cliente 10397,134.245.358-57,cliente10397@email.com,(21) 97576-6073,Niterói,RJ,2022-07-08
10398,Cliente 10398,222.791.962-16,cliente10398@email.com,(21) 98707-7525,Belo Horizonte,MG,2021-04-22
10399,Cliente 10399,589.130.115-96,cliente10399@email.com,(21) 97318-1666,Niterói,RJ,2020-04-23
10400,Cliente 10400,546.576.413-43,cliente10400@email.com,(21) 94732-6290,Niterói,RJ,2023-03-21
10401,Cliente 10401,384.472.770-73,cliente10401@email.com,(21) 92163-7659,Niterói,RJ,2021-04-07
10402,Cliente 10402,999.765.758-64,cliente10402@email.com,(21) 94386-5028,Rio de Janeiro,RJ,2022-01-12
10403,Cliente 10403,517.795.183-12,cliente10403@email.com,(21) 92290-4974,Curitiba,PR,2020-02-08
10404,Cliente 10404,171.284.294-12,cliente10404@email.com,(21) 94735-7538,São Paulo,SP,2021-03-12
10405,Cliente 10405,537.615.389-66,cliente10405@email.com,(21) 94748-1643,Curitiba,PR,2020-11-22
10406,Cliente 10406,520.708.143-35,cliente10406@email.com,(21) 96613-1469,Niterói,RJ,2020-06-25
10407,Cliente 10407,231.144.509-28,cliente10407@email.com,(21) 99316-6626,São Paulo,SP,2021-07-10
10408,Cliente 10408,381.239.398-80,cliente10408@email.com,(21) 96408-2633,Niterói,RJ,2020-01-19
10409,Cliente 10409,541.638.836-81,cliente10409@email.com,(21) 94650-3621,Rio de Janeiro,RJ,2023-09-12
10410,Cliente 10410,998.419.908-41,cliente10410@email.com,(21) 97184-9119,Rio de Janeiro,RJ,2020-05-13
10411,Cliente 10411,640.562.339-34,cliente10411@email.com,(21) 95331-7335,Niterói,RJ,2021-12-09
10412,Cliente 10412,538.853.508-77,cliente10412@email.com,(21) 93108-4403,Curitiba,PR,2022-09-15
10413,Cliente 10413,857.599.313-70,cliente10413@email.com,(21) 91239-4933,Rio de Janeiro,RJ,2020-02-23
10414,Cliente 10414,914.605.397-65,cliente10414@email.com,(21) 95403-4804,Niterói,RJ,2022-07-16
10415,Cliente 10415,449.117.637-76,cliente10415@email.com,(21) 93737-7095,Niterói,RJ,2023-09-21
10416,Cliente 10416,389.372.852-53,cliente10416@email.com,(21) 96707-5156,Curitiba,PR,2020-03-03
10417,Cliente 10417,351.476.748-75,cliente10417@email.com,(21) 99836-8854,São Paulo,SP,2023-02-16
10418,Cliente 10418,199.148.695-44,cliente10418@email.com,(21) 94824-9911,Belo Horizonte,MG,2020-12-18
10419,Cliente 10419,894.388.802-68,cliente10419@email.com,(21) 95325-9370,Rio de Janeiro,RJ,2021-12-14
10420,Cliente 10420,337.106.998-25,cliente10420@email.com,(21) 99536-7972,Niterói,RJ,2022-11-12
10421,Cliente 10421,129.890.832-69,cliente10421@email.com,(21) 97022-4606,Rio de Janeiro,RJ,2023-01-02
10422,Cliente 10422,775.820.844-85,cliente10422@email.com,(21) 96909-7157,Niterói,RJ,2021-04-14
10423,Cliente 10423,902.109.129-42,cliente10423@email.com,(21) 93971-8849,Curitiba,PR,2022-05-17
10424,Cliente 10424,627.345.716-62,cliente10424@email.com,(21) 96497-5778,Rio de Janeiro,RJ,2023-04-23
10425,Cliente 10425,698.407.747-35,cliente10425@email.com,(21) 94542-9419,Niterói,RJ,2023-07-11
10426,Cliente 10426,322.520.336-42,cliente10426@email.com,(21) 98269-2303,Rio de Janeiro,RJ,2022-01-21
